filename,tier,event,event_date,field_size,placement,archetype,source_url
2026-06_naic-2026-new-orleans_102nd_crustle.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,102,Crustle,https://limitlesstcg.com/decks/list/28326
2026-06_naic-2026-new-orleans_103rd_dragapult.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,103,Dragapult,https://limitlesstcg.com/decks/list/27713
2026-06_naic-2026-new-orleans_108th_ogerpon-box.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,108,Ogerpon Box,https://limitlesstcg.com/decks/list/28331
2026-06_naic-2026-new-orleans_110th_sylveon.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,110,Sylveon,https://limitlesstcg.com/decks/list/28332
2026-06_naic-2026-new-orleans_114th_raging-bolt-ogerpon.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,114,Raging Bolt Ogerpon,https://limitlesstcg.com/decks/list/27922
2026-06_naic-2026-new-orleans_115th_slowking.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,115,Slowking,https://limitlesstcg.com/decks/list/28335
2026-06_naic-2026-new-orleans_122nd_alakazam-dudunsparce.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,122,Alakazam Dudunsparce,https://limitlesstcg.com/decks/list/28340
2026-06_naic-2026-new-orleans_129th_dragapult.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,129,Dragapult,https://limitlesstcg.com/decks/list/28346
2026-06_naic-2026-new-orleans_133rd_crustle.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,133,Crustle,https://limitlesstcg.com/decks/list/28349
2026-06_naic-2026-new-orleans_137th_cynthias-garchomp.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,137,Cynthia's Garchomp,https://limitlesstcg.com/decks/list/28352
2026-06_naic-2026-new-orleans_145th_dragapult-dusknoir.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,145,Dragapult Dusknoir,https://limitlesstcg.com/decks/list/28359
2026-06_naic-2026-new-orleans_149th_slowking.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,149,Slowking,https://limitlesstcg.com/decks/list/28361
2026-06_naic-2026-new-orleans_151st_crustle.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,151,Crustle,https://limitlesstcg.com/decks/list/28362
2026-06_naic-2026-new-orleans_153rd_dragapult.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,153,Dragapult,https://limitlesstcg.com/decks/list/28364
2026-06_naic-2026-new-orleans_158th_hops-trevenant.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,158,Hop's Trevenant,https://limitlesstcg.com/decks/list/28367
2026-06_naic-2026-new-orleans_159th_alakazam-dudunsparce.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,159,Alakazam Dudunsparce,https://limitlesstcg.com/decks/list/28368
2026-06_naic-2026-new-orleans_162nd_rockets-honchkrow.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,162,Rocket's Honchkrow,https://limitlesstcg.com/decks/list/26267
2026-06_naic-2026-new-orleans_164th_festival-lead.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,164,Festival Lead,https://limitlesstcg.com/decks/list/28371
2026-06_naic-2026-new-orleans_165th_rockets-honchkrow.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,165,Rocket's Honchkrow,https://limitlesstcg.com/decks/list/28372
2026-06_naic-2026-new-orleans_169th_crustle.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,169,Crustle,https://limitlesstcg.com/decks/list/28375
2026-06_naic-2026-new-orleans_171st_rockets-mewtwo.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,171,Rocket's Mewtwo,https://limitlesstcg.com/decks/list/28376
2026-06_naic-2026-new-orleans_172nd_ns-zoroark.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,172,N's Zoroark,https://limitlesstcg.com/decks/list/28377
2026-06_naic-2026-new-orleans_173rd_slowking.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,173,Slowking,https://limitlesstcg.com/decks/list/28378
2026-06_naic-2026-new-orleans_182nd_cynthias-garchomp.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,182,Cynthia's Garchomp,https://limitlesstcg.com/decks/list/28382
2026-06_naic-2026-new-orleans_185th_slowking.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,185,Slowking,https://limitlesstcg.com/decks/list/28384
2026-06_naic-2026-new-orleans_191st_dragapult.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,191,Dragapult,https://limitlesstcg.com/decks/list/27516
2026-06_naic-2026-new-orleans_194th_crustle.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,194,Crustle,https://limitlesstcg.com/decks/list/28388
2026-06_naic-2026-new-orleans_206th_ogerpon-box.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,206,Ogerpon Box,https://limitlesstcg.com/decks/list/28126
2026-06_naic-2026-new-orleans_215th_alakazam-dudunsparce.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,215,Alakazam Dudunsparce,https://limitlesstcg.com/decks/list/28398
2026-06_naic-2026-new-orleans_219th_ogerpon-box.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,219,Ogerpon Box,https://limitlesstcg.com/decks/list/28400
2026-06_naic-2026-new-orleans_223rd_ogerpon-box.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,223,Ogerpon Box,https://limitlesstcg.com/decks/list/28403
2026-06_naic-2026-new-orleans_227th_alakazam-dudunsparce.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,227,Alakazam Dudunsparce,https://limitlesstcg.com/decks/list/28405
2026-06_naic-2026-new-orleans_235th_dragapult-blaziken.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,235,Dragapult Blaziken,https://limitlesstcg.com/decks/list/28411
2026-06_naic-2026-new-orleans_237th_hydrapple.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,237,Hydrapple,https://limitlesstcg.com/decks/list/28412
2026-06_naic-2026-new-orleans_244th_cynthias-garchomp.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,244,Cynthia's Garchomp,https://limitlesstcg.com/decks/list/28416
2026-06_naic-2026-new-orleans_246th_ogerpon-box.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,246,Ogerpon Box,https://limitlesstcg.com/decks/list/28417
2026-06_naic-2026-new-orleans_248th_festival-lead.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,248,Festival Lead,https://limitlesstcg.com/decks/list/28419
2026-06_naic-2026-new-orleans_249th_festival-lead.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,249,Festival Lead,https://limitlesstcg.com/decks/list/28420
2026-06_naic-2026-new-orleans_256th_dragapult-blaziken.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,256,Dragapult Blaziken,https://limitlesstcg.com/decks/list/28426
2026-06_naic-2026-new-orleans_260th_slowking.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,260,Slowking,https://limitlesstcg.com/decks/list/28428
2026-06_naic-2026-new-orleans_263rd_alakazam-dudunsparce.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,263,Alakazam Dudunsparce,https://limitlesstcg.com/decks/list/28431
2026-06_naic-2026-new-orleans_266th_ogerpon-box.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,266,Ogerpon Box,https://limitlesstcg.com/decks/list/27146
2026-06_naic-2026-new-orleans_267th_dragapult-blaziken.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,267,Dragapult Blaziken,https://limitlesstcg.com/decks/list/27056
2026-06_naic-2026-new-orleans_268th_cynthias-garchomp.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,268,Cynthia's Garchomp,https://limitlesstcg.com/decks/list/28433
2026-06_naic-2026-new-orleans_276th_rockets-honchkrow.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,276,Rocket's Honchkrow,https://limitlesstcg.com/decks/list/28436
2026-06_naic-2026-new-orleans_286th_dragapult.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,286,Dragapult,https://limitlesstcg.com/decks/list/28443
2026-06_naic-2026-new-orleans_299th_alakazam-dudunsparce.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,299,Alakazam Dudunsparce,https://limitlesstcg.com/decks/list/27615
2026-06_naic-2026-new-orleans_304th_dragapult.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,304,Dragapult,https://limitlesstcg.com/decks/list/28453
2026-06_naic-2026-new-orleans_306th_slowking.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,306,Slowking,https://limitlesstcg.com/decks/list/28455
2026-06_naic-2026-new-orleans_307th_rockets-honchkrow.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,307,Rocket's Honchkrow,https://limitlesstcg.com/decks/list/28456
2026-06_naic-2026-new-orleans_312th_hops-trevenant.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,312,Hop's Trevenant,https://limitlesstcg.com/decks/list/28459
2026-06_naic-2026-new-orleans_316th_hydrapple.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,316,Hydrapple,https://limitlesstcg.com/decks/list/27614
2026-06_naic-2026-new-orleans_320th_slowking.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,320,Slowking,https://limitlesstcg.com/decks/list/28463
2026-06_naic-2026-new-orleans_326th_crustle.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,326,Crustle,https://limitlesstcg.com/decks/list/28468
2026-06_naic-2026-new-orleans_328th_crustle.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,328,Crustle,https://limitlesstcg.com/decks/list/28470
2026-06_naic-2026-new-orleans_330th_dragapult.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,330,Dragapult,https://limitlesstcg.com/decks/list/28472
2026-06_naic-2026-new-orleans_332nd_alakazam-dudunsparce.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,332,Alakazam Dudunsparce,https://limitlesstcg.com/decks/list/28474
2026-06_naic-2026-new-orleans_335th_raging-bolt-ogerpon.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,335,Raging Bolt Ogerpon,https://limitlesstcg.com/decks/list/28476
2026-06_naic-2026-new-orleans_336th_raging-bolt-ogerpon.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,336,Raging Bolt Ogerpon,https://limitlesstcg.com/decks/list/28477
2026-06_naic-2026-new-orleans_338th_hydrapple.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,338,Hydrapple,https://limitlesstcg.com/decks/list/28479
2026-06_naic-2026-new-orleans_341st_slowking.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,341,Slowking,https://limitlesstcg.com/decks/list/28482
2026-06_naic-2026-new-orleans_344th_raging-bolt-ogerpon.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,344,Raging Bolt Ogerpon,https://limitlesstcg.com/decks/list/28484
2026-06_naic-2026-new-orleans_347th_slowking.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,347,Slowking,https://limitlesstcg.com/decks/list/28487
2026-06_naic-2026-new-orleans_348th_crustle.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,348,Crustle,https://limitlesstcg.com/decks/list/28488
2026-06_naic-2026-new-orleans_370th_slowking.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,370,Slowking,https://limitlesstcg.com/decks/list/27926
2026-06_naic-2026-new-orleans_371st_dragapult-dusknoir.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,371,Dragapult Dusknoir,https://limitlesstcg.com/decks/list/28504
2026-06_naic-2026-new-orleans_372nd_hydrapple.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,372,Hydrapple,https://limitlesstcg.com/decks/list/28505
2026-06_naic-2026-new-orleans_374th_slowking.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,374,Slowking,https://limitlesstcg.com/decks/list/28507
2026-06_naic-2026-new-orleans_378th_alakazam-dudunsparce.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,378,Alakazam Dudunsparce,https://limitlesstcg.com/decks/list/28510
2026-06_naic-2026-new-orleans_379th_slowking.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,379,Slowking,https://limitlesstcg.com/decks/list/28511
2026-06_naic-2026-new-orleans_383rd_raging-bolt-ogerpon.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,383,Raging Bolt Ogerpon,https://limitlesstcg.com/decks/list/28515
2026-06_naic-2026-new-orleans_384th_dragapult-dusknoir.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,384,Dragapult Dusknoir,https://limitlesstcg.com/decks/list/28516
2026-06_naic-2026-new-orleans_386th_ogerpon-box.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,386,Ogerpon Box,https://limitlesstcg.com/decks/list/28518
2026-06_naic-2026-new-orleans_395th_raging-bolt-ogerpon.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,395,Raging Bolt Ogerpon,https://limitlesstcg.com/decks/list/26533
2026-06_naic-2026-new-orleans_401st_lopunny-dudunsparce.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,401,Lopunny Dudunsparce,https://limitlesstcg.com/decks/list/28529
2026-06_naic-2026-new-orleans_407th_hops-trevenant.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,407,Hop's Trevenant,https://limitlesstcg.com/decks/list/28534
2026-06_naic-2026-new-orleans_410th_rockets-honchkrow.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,410,Rocket's Honchkrow,https://limitlesstcg.com/decks/list/28537
2026-06_naic-2026-new-orleans_428th_slowking.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,428,Slowking,https://limitlesstcg.com/decks/list/28549
2026-06_naic-2026-new-orleans_432nd_slowking.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,432,Slowking,https://limitlesstcg.com/decks/list/28551
2026-06_naic-2026-new-orleans_437th_slowking.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,437,Slowking,https://limitlesstcg.com/decks/list/28553
2026-06_naic-2026-new-orleans_443rd_dragapult.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,443,Dragapult,https://limitlesstcg.com/decks/list/28554
2026-06_naic-2026-new-orleans_445th_alakazam-dudunsparce.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,445,Alakazam Dudunsparce,https://limitlesstcg.com/decks/list/28555
2026-06_naic-2026-new-orleans_446th_hydrapple.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,446,Hydrapple,https://limitlesstcg.com/decks/list/28556
2026-06_naic-2026-new-orleans_448th_dragapult.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,448,Dragapult,https://limitlesstcg.com/decks/list/27631
2026-06_naic-2026-new-orleans_455th_hydrapple.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,455,Hydrapple,https://limitlesstcg.com/decks/list/28561
2026-06_naic-2026-new-orleans_459th_lucario-hariyama.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,459,Lucario Hariyama,https://limitlesstcg.com/decks/list/28562
2026-06_naic-2026-new-orleans_461st_alakazam-dudunsparce.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,461,Alakazam Dudunsparce,https://limitlesstcg.com/decks/list/28563
2026-06_naic-2026-new-orleans_466th_ogerpon-box.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,466,Ogerpon Box,https://limitlesstcg.com/decks/list/28568
2026-06_naic-2026-new-orleans_468th_slowking.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,468,Slowking,https://limitlesstcg.com/decks/list/28569
2026-06_naic-2026-new-orleans_472nd_raging-bolt-ogerpon.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,472,Raging Bolt Ogerpon,https://limitlesstcg.com/decks/list/28572
2026-06_naic-2026-new-orleans_474th_ogerpon-meganium.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,474,Ogerpon Meganium,https://limitlesstcg.com/decks/list/28573
2026-06_naic-2026-new-orleans_477th_crustle.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,477,Crustle,https://limitlesstcg.com/decks/list/28576
2026-06_naic-2026-new-orleans_481st_starmie-froslass.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,481,Starmie Froslass,https://limitlesstcg.com/decks/list/28578
2026-06_naic-2026-new-orleans_482nd_festival-lead.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,482,Festival Lead,https://limitlesstcg.com/decks/list/28579
2026-06_naic-2026-new-orleans_484th_festival-lead.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,484,Festival Lead,https://limitlesstcg.com/decks/list/28581
2026-06_naic-2026-new-orleans_490th_slowking.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,490,Slowking,https://limitlesstcg.com/decks/list/28586
2026-06_naic-2026-new-orleans_495th_ns-zoroark.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,495,N's Zoroark,https://limitlesstcg.com/decks/list/28589
2026-06_naic-2026-new-orleans_496th_alakazam-dudunsparce.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,496,Alakazam Dudunsparce,https://limitlesstcg.com/decks/list/28590
2026-06_naic-2026-new-orleans_498th_alakazam-dudunsparce.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,498,Alakazam Dudunsparce,https://limitlesstcg.com/decks/list/28592
2026-06_naic-2026-new-orleans_501st_stevens-metagross.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,501,Steven's Metagross,https://limitlesstcg.com/decks/list/28595
2026-06_naic-2026-new-orleans_502nd_alakazam-dudunsparce.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,502,Alakazam Dudunsparce,https://limitlesstcg.com/decks/list/28596
2026-06_naic-2026-new-orleans_503rd_lillies-clefairy.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,503,Lillie's Clefairy,https://limitlesstcg.com/decks/list/28597
2026-06_naic-2026-new-orleans_508th_ns-zoroark.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,508,N's Zoroark,https://limitlesstcg.com/decks/list/28600
2026-06_naic-2026-new-orleans_510th_dragapult.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,510,Dragapult,https://limitlesstcg.com/decks/list/27613
2026-06_naic-2026-new-orleans_513th_alakazam-dudunsparce.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,513,Alakazam Dudunsparce,https://limitlesstcg.com/decks/list/27147
2026-06_naic-2026-new-orleans_520th_slowking.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,520,Slowking,https://limitlesstcg.com/decks/list/28605
2026-06_naic-2026-new-orleans_526th_sharpedo-toxtricity.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,526,Sharpedo Toxtricity,https://limitlesstcg.com/decks/list/28611
2026-06_naic-2026-new-orleans_528th_alakazam-dudunsparce.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,528,Alakazam Dudunsparce,https://limitlesstcg.com/decks/list/25592
2026-06_naic-2026-new-orleans_531st_dragapult.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,531,Dragapult,https://limitlesstcg.com/decks/list/28615
2026-06_naic-2026-new-orleans_535th_rockets-honchkrow.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,535,Rocket's Honchkrow,https://limitlesstcg.com/decks/list/28619
2026-06_naic-2026-new-orleans_550th_festival-lead.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,550,Festival Lead,https://limitlesstcg.com/decks/list/28629
2026-06_naic-2026-new-orleans_556th_slowking.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,556,Slowking,https://limitlesstcg.com/decks/list/28632
2026-06_naic-2026-new-orleans_565th_raging-bolt-ogerpon.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,565,Raging Bolt Ogerpon,https://limitlesstcg.com/decks/list/28637
2026-06_naic-2026-new-orleans_570th_raging-bolt-ogerpon.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,570,Raging Bolt Ogerpon,https://limitlesstcg.com/decks/list/28640
2026-06_naic-2026-new-orleans_574th_dragapult-blaziken.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,574,Dragapult Blaziken,https://limitlesstcg.com/decks/list/28644
2026-06_naic-2026-new-orleans_575th_rockets-honchkrow.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,575,Rocket's Honchkrow,https://limitlesstcg.com/decks/list/28645
2026-06_naic-2026-new-orleans_580th_alakazam-dudunsparce.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,580,Alakazam Dudunsparce,https://limitlesstcg.com/decks/list/28648
2026-06_naic-2026-new-orleans_581st_slowking.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,581,Slowking,https://limitlesstcg.com/decks/list/28649
2026-06_naic-2026-new-orleans_593rd_alakazam-dudunsparce.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,593,Alakazam Dudunsparce,https://limitlesstcg.com/decks/list/28657
2026-06_naic-2026-new-orleans_596th_slowking.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,596,Slowking,https://limitlesstcg.com/decks/list/28659
2026-06_naic-2026-new-orleans_597th_lucario-hariyama.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,597,Lucario Hariyama,https://limitlesstcg.com/decks/list/28660
2026-06_naic-2026-new-orleans_598th_cynthias-garchomp.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,598,Cynthia's Garchomp,https://limitlesstcg.com/decks/list/28661
2026-06_naic-2026-new-orleans_604th_ogerpon-box.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,604,Ogerpon Box,https://limitlesstcg.com/decks/list/28664
2026-06_naic-2026-new-orleans_614th_starmie-froslass.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,614,Starmie Froslass,https://limitlesstcg.com/decks/list/28671
2026-06_naic-2026-new-orleans_617th_alakazam-dudunsparce.csv,the_rest,"NAIC 2026, New Orleans",2026-06-10,3752,617,Alakazam Dudunsparce,https://limitlesstcg.com/decks/list/28673
